23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
22	86	13	43	14	15	38	8	7	15	13	20	52	13	7	67	13	11	27	102	41	30	8	17	23	55	17	17	72	18	13	30	70	59	33	58	9	24	33	20	12	15	55	7	10	22	92	16	36	37	57	83	34	33	23	9	15	17	12	12	11	3	10	13	31	14	15	9	17	25	24	5	6	23	4	4	0	36	163	172	115	21	165	27	12	19	22	109	37	39	4	14	4	9	35	29	19	34	18	21	40	22	33	23	38	25	12	9	37	4	11	12	13	4	93	8	38	35	11	5	4	23	11	11	34	121	7	56	3	18	5	11	10	30	43	23	1	30	10	9	8	8
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
25	141	11	52	33	17	40	11	13	14	9	16	66	10	9	71	28	17	20	102	42	36	12	21	25	53	20	8	64	19	20	29	89	61	31	59	14	20	31	22	17	22	49	10	1	38	89	30	38	36	61	79	29	38	29	7	12	9	30	20	20	7	8	21	33	17	32	16	18	26	31	5	8	21	16	6	2	46	167	173	80	33	169	32	11	11	20	77	51	35	5	28	7	4	38	37	25	33	27	17	42	20	23	8	38	32	20	18	29	10	12	16	9	12	98	14	33	19	18	8	6	32	14	14	43	139	2	37	4	21	13	10	2	39	32	31	3	25	5	12	7	15
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
27	103	28	30	30	10	35	5	6	16	16	23	55	11	7	62	25	12	20	99	41	30	5	17	30	59	12	7	82	12	12	38	73	84	24	52	6	24	30	18	16	19	55	15	4	44	88	14	52	39	68	68	34	28	37	1	24	10	26	19	20	6	9	22	45	14	33	18	22	24	29	12	10	38	13	5	4	33	167	165	95	20	164	28	22	20	21	76	51	34	7	34	5	7	39	37	13	22	34	21	49	29	26	9	49	28	14	14	28	3	23	11	15	9	96	17	41	28	15	5	5	34	8	14	38	136	0	38	3	25	19	16	4	41	36	31	5	32	5	15	9	16
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
14	55	13	15	18	14	18	8	1	7	6	6	34	6	1	31	13	10	11	67	22	14	3	16	10	22	7	4	51	5	6	17	42	43	22	31	3	16	18	13	7	17	33	5	0	26	68	14	22	15	46	49	14	24	15	1	10	7	26	9	13	2	6	20	22	12	14	13	15	14	17	5	2	15	7	1	0	23	125	124	70	11	109	19	7	4	7	68	27	32	4	12	4	6	25	16	6	13	16	6	20	21	14	3	22	16	13	9	14	3	4	11	2	2	52	8	22	25	11	0	0	17	6	7	13	77	0	26	2	6	7	5	4	27	30	18	2	13	3	4	4	7
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
27	106	19	36	29	13	33	9	7	11	9	22	58	13	8	58	12	9	21	79	42	25	9	22	16	42	17	6	65	13	19	30	75	72	32	53	11	26	26	12	12	23	40	7	2	44	81	17	42	30	69	64	28	25	12	5	13	4	23	14	12	3	5	20	24	11	28	19	17	19	26	6	5	26	15	4	0	37	133	131	80	18	127	22	11	9	19	75	42	30	9	34	8	7	39	25	14	15	17	12	34	17	14	9	26	21	14	10	15	4	14	12	13	7	78	12	32	24	14	8	4	33	8	10	31	115	0	38	4	18	10	9	1	33	39	18	4	16	3	7	8	7
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
18	93	17	34	32	14	27	16	7	10	10	17	51	14	8	40	12	18	22	88	35	15	3	19	14	32	6	6	69	10	16	21	73	57	36	50	5	24	31	8	4	22	39	6	3	39	73	17	37	32	50	62	29	34	20	6	6	3	18	12	12	6	9	19	31	9	26	15	13	20	34	3	5	20	9	2	0	32	134	127	87	32	132	25	13	8	22	66	36	36	5	25	5	3	47	30	15	22	16	6	33	23	15	11	29	20	12	8	17	2	11	16	14	3	76	11	28	23	10	10	6	18	7	11	39	99	2	36	6	19	12	7	3	32	32	30	5	19	3	12	5	8
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
21	90	17	42	29	9	21	6	6	7	6	11	45	4	5	59	7	11	16	73	29	15	4	13	13	48	12	3	61	12	6	18	65	55	23	45	10	13	28	8	7	15	40	8	2	26	68	11	30	24	51	49	19	23	21	3	12	9	20	12	11	3	9	13	25	8	14	17	16	9	15	6	6	21	10	5	1	31	106	99	65	13	117	22	11	10	14	79	39	33	8	19	6	6	33	30	10	20	18	11	32	16	26	6	30	23	7	12	13	4	11	11	5	9	65	7	35	28	13	6	2	14	15	11	24	84	0	38	4	15	10	14	5	27	25	23	2	17	1	10	1	6
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
23	119	25	38	29	10	43	10	9	15	11	19	55	23	11	59	11	9	22	101	37	25	9	24	28	50	22	7	79	14	15	29	79	79	38	61	11	25	41	9	14	24	48	11	3	31	104	18	44	37	90	98	32	31	22	7	19	10	27	19	15	7	8	23	35	18	28	20	21	31	35	9	13	33	22	5	3	40	181	183	106	28	181	19	12	8	15	104	47	53	8	28	7	5	46	29	17	36	30	11	45	36	27	12	41	28	20	21	31	4	18	21	10	13	98	15	44	27	13	9	3	34	16	13	19	137	2	45	8	23	11	12	4	39	47	28	3	27	9	11	7	6
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
30	95	19	38	30	10	35	4	4	19	10	17	62	11	4	44	16	18	26	99	47	33	9	17	23	45	17	6	75	19	17	24	60	61	28	62	5	20	26	18	18	21	44	15	3	42	76	18	34	30	57	82	28	27	26	4	20	6	32	17	21	4	9	23	25	14	23	14	16	21	31	11	5	23	13	6	1	29	168	155	96	22	168	29	22	12	19	89	46	39	5	34	10	6	28	32	14	30	29	16	39	24	20	15	37	18	19	16	27	5	8	17	8	12	87	21	34	27	20	3	6	26	9	11	35	127	3	42	4	23	13	10	2	36	35	24	0	22	4	12	3	9
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
27	124	21	41	41	13	32	10	8	12	10	23	50	14	8	57	21	11	22	83	30	28	3	19	18	55	14	6	84	16	10	21	68	55	31	60	6	16	25	11	12	16	43	8	4	25	75	17	36	22	58	63	24	27	24	5	10	7	22	11	21	4	7	17	31	10	29	21	21	19	38	13	4	25	9	0	0	35	149	161	90	26	156	27	15	9	11	88	32	38	6	24	6	4	31	26	16	23	24	10	33	11	17	11	44	28	4	5	18	7	10	17	5	8	74	12	45	19	9	7	3	29	9	13	28	109	3	42	3	15	5	7	4	34	40	23	2	24	2	10	1	10
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
25	82	17	32	31	13	28	7	5	13	14	12	57	12	8	53	16	11	19	86	30	28	4	21	15	43	16	6	60	20	17	25	65	73	28	45	10	28	35	15	4	24	46	8	1	32	71	20	42	40	52	75	37	30	35	7	18	14	18	23	14	5	8	21	33	13	20	13	17	25	37	11	12	29	13	8	2	34	140	153	88	24	140	25	20	11	16	73	32	35	13	20	4	12	39	24	11	23	25	17	34	23	27	7	39	25	14	14	28	14	10	15	13	8	85	12	35	30	13	7	6	31	12	14	32	118	0	42	5	18	20	14	5	32	40	30	4	26	8	18	9	12
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
16	85	12	31	19	10	28	12	6	12	6	17	47	18	9	57	17	16	24	84	32	28	4	22	20	45	13	11	61	15	15	32	66	62	34	55	5	17	32	7	10	19	48	6	2	35	79	23	35	31	55	62	27	20	24	7	16	6	20	15	18	7	9	20	34	10	28	6	10	19	31	9	4	18	8	3	0	48	147	141	80	20	148	20	13	14	19	86	43	32	4	21	4	13	42	29	15	24	16	20	37	21	24	11	21	28	13	10	21	4	6	11	10	6	70	9	34	23	15	8	8	30	13	11	38	115	2	50	5	16	12	7	4	30	34	27	2	30	6	16	9	8
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
27	74	8	30	19	17	28	9	5	9	12	13	46	11	10	45	22	10	12	83	36	18	4	17	16	37	13	7	57	11	12	23	62	46	28	51	8	19	21	17	11	15	34	7	2	29	78	15	37	27	56	54	32	30	23	6	14	12	24	11	17	5	9	21	26	10	23	12	10	17	19	7	5	18	12	3	2	29	129	147	81	21	148	38	17	16	13	83	32	24	3	23	7	11	36	30	13	27	20	16	34	25	25	7	36	21	13	12	17	4	15	8	16	6	78	7	23	28	11	4	9	21	8	10	29	99	1	35	7	23	20	7	7	25	40	34	1	11	4	8	6	8
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
21	74	14	26	21	6	22	8	7	15	8	9	53	11	10	37	16	10	20	72	16	16	4	16	17	29	17	3	61	16	11	19	47	55	25	46	7	15	18	12	13	24	35	4	1	29	64	20	29	17	39	40	15	19	18	1	9	6	35	10	8	4	8	30	23	12	24	11	15	14	21	3	6	18	5	4	1	27	117	128	83	20	117	14	13	4	22	66	33	30	11	15	5	4	19	21	2	23	18	6	32	21	16	5	33	17	17	13	21	3	11	14	6	4	70	9	22	22	4	5	2	17	13	7	20	81	1	37	1	15	11	6	4	22	31	19	2	17	0	13	7	8
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
26	89	14	35	19	20	37	15	6	12	8	17	52	19	9	66	8	14	14	90	34	27	7	12	14	48	13	6	68	9	15	27	70	55	39	55	10	20	33	11	8	12	43	8	2	29	70	21	29	38	56	78	26	38	24	8	12	8	22	12	14	2	3	18	32	12	22	10	9	19	28	10	4	23	11	3	0	35	131	152	90	21	148	29	9	6	19	91	47	38	5	22	3	9	35	32	16	25	20	11	42	28	17	6	29	21	14	18	22	3	16	6	13	9	72	9	35	28	10	5	3	25	14	14	26	113	0	54	6	19	12	13	2	30	31	22	0	31	8	11	5	6
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
19	86	11	35	31	12	36	10	6	21	15	12	53	17	6	65	18	14	28	85	38	11	7	25	22	38	18	5	65	9	7	28	66	58	25	49	9	18	32	12	7	20	29	13	0	33	61	9	39	30	51	64	29	25	27	2	12	7	21	12	17	6	5	19	32	9	33	8	12	22	24	4	6	21	11	6	0	35	148	140	86	17	148	25	23	10	19	82	40	32	4	24	4	10	34	34	12	34	30	14	39	21	23	9	37	20	17	14	17	6	18	12	12	17	78	8	33	24	6	4	3	23	9	9	38	105	0	38	3	24	12	12	1	39	28	32	2	17	2	12	2	9
23	28	44	47	54	76	83	89	130	154	158	160	175	179	194	218	219	233	248	252	256	272	275	276	280	286	303	307	316	322	337	343	347	365	368	369	389	400	405	411	414	426	431	453	464	470	486	490	494	501	508	518	545	568	582	627	670	682	716	717	718	722	733	739	750	752	767	771	786	821	823	824	826	938	1053	1081	1136	1156	1249	1250	1252	1256	1263	1274	1328	1385	1387	1508	1511	1513	1531	1537	1601	1611	1629	1631	1636	1643	1763	1773	2007	2019	2020	2021	2119	2120	2167	2239	2353	2357	2360	2553	2566	2575	2650	2714	2750	2808	2857	2974	2999	3196	3312	3745	4209	4322	5113	5280	5562	5692	7018	7360	8499	8736	8872	10864	10880	11800	12733	30084	100716	200055
24	79	10	43	21	16	45	11	4	22	12	20	46	8	5	58	21	14	16	105	45	30	9	16	19	42	17	4	69	17	14	27	73	83	26	53	10	21	20	16	13	14	38	11	3	34	69	20	30	27	63	62	26	32	27	1	17	6	28	17	23	5	10	24	30	14	31	11	13	18	18	3	5	24	18	8	0	36	157	158	90	22	158	31	16	6	21	87	47	27	1	28	7	6	36	34	17	30	28	20	41	27	23	9	41	20	24	15	25	4	11	14	14	12	86	17	27	32	11	4	5	34	8	10	31	126	0	41	3	19	20	16	4	25	35	28	2	24	7	10	10	8
